242;241
794;857
989;990
1186;1188
1353;1356
2204;2210
2433;2428
2555;2554
2824;2825
3137;3136
3277;3271
4814;4811
5083;5081
5288;5288
5486;5485
6036;6031
6444;6449
6523;6523
6664;6668
6737;6736
7357;7357
7420;7416
7807;7832
8104;8101
8208;8207
9155;9152
9215;9215
