241;384
857;931
990;1175
1188;1304
1356;1519
2210;2383
2428;2501
2554;2679
2825;3122
3136;3265
3271;3489
4811;4910
5081;5219
5288;5363
5485;5579
6031;6405
6449;6474
6523;6654
6668;6724
6736;7070
7357;7399
7416;7649
7832;8029
8101;8195
8207;8337
9152;9207
9215;9296
