242;383
794;920
989;1137
1186;1281
1353;1494
2204;2367
2433;2501
2555;2673
2824;3082
3137;3254
3277;3441
4814;4908
5083;5217
5288;5340
5486;5577
6036;6299
6444;6475
6523;6652
6664;6725
6737;6992
7357;7397
7420;7638
7807;7957
8104;8186
8208;8342
9155;9198
9215;9278
